ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
43,Hamburg,European Open,7/28/2023,ATP250,Outdoor,Clay,Quarterfinals,3,Djere L.,Musetti L.,57,18,865,1880,7,5,6,3,,,,,,,2,0,Completed,2.63,1.5,2.82,1.5,2.83,1.54,2.67,1.47
43,Hamburg,European Open,7/28/2023,ATP250,Outdoor,Clay,Quarterfinals,3,Zhang Zh.,Altmaier D.,79,61,737,833,6,4,6,4,,,,,,,2,0,Completed,2.75,1.44,2.82,1.49,3.21,1.52,2.7,1.46
43,Hamburg,European Open,7/28/2023,ATP250,Outdoor,Clay,Quarterfinals,3,Zverev A.,Van Assche L.,19,77,1755,756,6,3,6,4,,,,,,,2,0,Completed,1.17,5,1.2,5.33,1.22,5.45,1.18,4.85
43,Hamburg,European Open,7/28/2023,ATP250,Outdoor,Clay,Quarterfinals,3,Fils A.,Ruud C.,71,4,796,4905,6,0,6,4,,,,,,,2,0,Completed,4,1.25,4.28,1.27,4.41,1.29,4.02,1.24
43,Hamburg,European Open,7/29/2023,ATP250,Outdoor,Clay,Semifinals,3,Djere L.,Zhang Zh.,57,79,865,737,6,3,6,2,,,,,,,2,0,Completed,1.53,2.5,1.61,2.49,1.61,2.6,1.55,2.43
43,Hamburg,European Open,7/29/2023,ATP250,Outdoor,Clay,Semifinals,3,Zverev A.,Fils A.,19,71,1755,796,6,2,6,4,,,,,,,2,0,Completed,1.3,3.5,1.36,3.44,1.36,3.6,1.32,3.34
43,Hamburg,European Open,7/30/2023,ATP250,Outdoor,Clay,The Final,3,Zverev A.,Djere L.,19,57,1755,865,7,5,6,3,,,,,,,2,0,Completed,1.22,4.33,1.24,4.58,1.25,4.65,1.22,4.23
44,Umag,Croatia Open,7/24/2023,ATP250,Outdoor,Clay,1st Round,3,Prizmic D.,Ajdukovic D.,287,299,188,178,6,1,6,2,,,,,,,2,0,Completed,1.53,2.5,1.5,2.78,1.55,2.83,1.48,2.61
44,Umag,Croatia Open,7/24/2023,ATP250,Outdoor,Clay,1st Round,3,Popyrin A.,Bonzi B.,90,107,655,603,6,4,7,5,,,,,,,2,0,Completed,1.62,2.3,1.65,2.37,1.74,2.49,1.63,2.26
44,Umag,Croatia Open,7/24/2023,ATP250,Outdoor,Clay,1st Round,3,Thiem D.,Bagnis F.,112,133,581,487,6,4,7,5,,,,,,,2,0,Completed,1.53,2.5,1.47,2.88,1.6,2.88,1.5,2.56
44,Umag,Croatia Open,7/24/2023,ATP250,Outdoor,Clay,1st Round,3,Daniel T.,Landaluce M.,113,720,580,35,1,6,7,5,6,2,,,,,2,1,Completed,1.22,4.33,1.24,4.49,1.28,4.95,1.23,4.06
44,Umag,Croatia Open,7/24/2023,ATP250,Outdoor,Clay,1st Round,3,Cobolli F.,Cilic M.,148,100,417,610,6,4,6,3,,,,,,,2,0,Completed,1.57,2.38,1.66,2.34,1.66,2.56,1.57,2.37
44,Umag,Croatia Open,7/25/2023,ATP250,Outdoor,Clay,1st Round,3,Piros Z.,O Connell C.,124,68,523,806,6,3,6,4,,,,,,,2,0,Completed,2.1,1.73,2.07,1.83,2.12,1.86,2,1.79
44,Umag,Croatia Open,7/25/2023,ATP250,Outdoor,Clay,1st Round,3,Arnaldi M.,De Jong J.,76,180,771,333,6,3,6,2,,,,,,,2,0,Completed,1.44,2.75,1.56,2.57,1.56,2.78,1.5,2.57
44,Umag,Croatia Open,7/26/2023,ATP250,Outdoor,Clay,1st Round,3,Cecchinato M.,Shevchenko A.,96,93,619,632,4,6,7,6,6,3,,,,,2,1,Completed,2.63,1.5,2.63,1.54,2.67,1.54,2.58,1.5
44,Umag,Croatia Open,7/26/2023,ATP250,Outdoor,Clay,1st Round,3,Marozsan F.,Cerundolo J.M.,87,110,675,585,6,3,6,2,,,,,,,2,0,Completed,1.57,2.38,1.62,2.43,1.62,2.5,1.56,2.4
44,Umag,Croatia Open,7/26/2023,ATP250,Outdoor,Clay,1st Round,3,Munar J.,Ramos-Vinolas A.,104,65,605,812,6,3,3,6,6,3,,,,,2,1,Completed,1.57,2.38,1.7,2.27,1.7,2.5,1.58,2.38
44,Umag,Croatia Open,7/26/2023,ATP250,Outdoor,Clay,1st Round,3,Wawrinka S.,Misolic F.,72,129,784,509,6,3,6,2,,,,,,,2,0,Completed,1.44,2.75,1.51,2.73,1.53,2.8,1.47,2.66
44,Umag,Croatia Open,7/26/2023,ATP250,Outdoor,Clay,1st Round,3,Coria F.,Huesler M.A.,108,83,602,705,6,4,6,2,,,,,,,2,0,Completed,1.67,2.2,1.74,2.2,1.75,2.22,1.71,2.11
44,Umag,Croatia Open,7/26/2023,ATP250,Outdoor,Clay,2nd Round,3,Popyrin A.,Ofner S.,90,52,655,889,6,4,6,1,,,,,,,2,0,Completed,2.38,1.57,2.25,1.72,2.4,1.72,2.24,1.64
44,Umag,Croatia Open,7/26/2023,ATP250,Outdoor,Clay,2nd Round,3,Arnaldi M.,Cobolli F.,76,148,771,417,6,3,7,6,,,,,,,2,0,Completed,1.44,2.75,1.54,2.67,1.54,2.78,1.49,2.6
44,Umag,Croatia Open,7/26/2023,ATP250,Outdoor,Clay,2nd Round,3,Prizmic D.,Piros Z.,287,124,188,523,6,2,6,3,,,,,,,2,0,Completed,1.8,2,1.84,2.08,1.92,2.17,1.8,1.99
44,Umag,Croatia Open,7/27/2023,ATP250,Outdoor,Clay,2nd Round,3,Carballes Baena R.,Daniel T.,59,113,845,580,6,3,6,1,,,,,,,2,0,Completed,1.8,2,1.94,1.96,1.96,2.05,1.85,1.95
44,Umag,Croatia Open,7/27/2023,ATP250,Outdoor,Clay,2nd Round,3,Lehecka J.,Thiem D.,33,112,1233,581,6,3,7,5,,,,,,,2,0,Completed,1.8,2,1.82,2.1,1.87,2.1,1.79,2.02
44,Umag,Croatia Open,7/27/2023,ATP250,Outdoor,Clay,2nd Round,3,Wawrinka S.,Coria F.,72,108,784,602,7,5,6,1,,,,,,,2,0,Completed,1.5,2.63,1.47,2.91,1.59,3.02,1.45,2.72
44,Umag,Croatia Open,7/27/2023,ATP250,Outdoor,Clay,2nd Round,3,Munar J.,Marozsan F.,104,87,605,675,6,4,6,3,,,,,,,2,0,Completed,1.91,1.91,1.88,2.03,1.98,2.04,1.85,1.95
44,Umag,Croatia Open,7/27/2023,ATP250,Outdoor,Clay,2nd Round,3,Sonego L.,Cecchinato M.,43,96,1025,619,6,1,7,6,,,,,,,2,0,Completed,1.36,3.2,1.4,3.22,1.4,3.27,1.36,3.09
44,Umag,Croatia Open,7/28/2023,ATP250,Outdoor,Clay,Quarterfinals,3,Arnaldi M.,Lehecka J.,76,33,771,1233,3,6,6,2,6,4,,,,,2,1,Completed,2.2,1.67,2.31,1.69,2.63,1.76,2.22,1.66
44,Umag,Croatia Open,7/28/2023,ATP250,Outdoor,Clay,Quarterfinals,3,Popyrin A.,Prizmic D.,90,287,655,188,7,6,7,5,,,,,,,2,0,Completed,1.8,2,1.78,2.17,1.82,2.17,1.75,2.06
44,Umag,Croatia Open,7/28/2023,ATP250,Outdoor,Clay,Quarterfinals,3,Sonego L.,Munar J.,43,104,1025,605,3,6,6,1,6,2,,,,,2,1,Completed,1.8,2,1.85,2.07,1.89,2.18,1.78,2.02
44,Umag,Croatia Open,7/28/2023,ATP250,Outdoor,Clay,Quarterfinals,3,Wawrinka S.,Carballes Baena R.,72,59,784,845,6,4,7,5,,,,,,,2,0,Completed,1.44,2.75,1.47,2.96,1.5,2.96,1.44,2.75
44,Umag,Croatia Open,7/29/2023,ATP250,Outdoor,Clay,Semifinals,3,Popyrin A.,Arnaldi M.,90,76,655,771,6,7,7,5,6,3,,,,,2,1,Completed,2.3,1.62,2.26,1.72,2.4,1.77,2.21,1.66
44,Umag,Croatia Open,7/29/2023,ATP250,Outdoor,Clay,Semifinals,3,Wawrinka S.,Sonego L.,72,43,784,1025,6,3,6,4,,,,,,,2,0,Completed,1.8,2,1.85,2.07,1.96,2.08,1.82,1.98
44,Umag,Croatia Open,7/30/2023,ATP250,Outdoor,Clay,The Final,3,Popyrin A.,Wawrinka S.,90,72,655,784,6,7,6,3,6,4,,,,,2,1,Completed,2.75,1.44,2.8,1.5,2.9,1.5,2.77,1.44
45,Kitzbuhel,Generali Open,7/31/2023,ATP250,Outdoor,Clay,1st Round,3,Molcan A.,Van Assche L.,120,68,531,831,6,4,6,3,,,,,,,2,0,Completed,2.1,1.73,2.2,1.74,2.22,1.83,2.08,1.74
45,Kitzbuhel,Generali Open,7/31/2023,ATP250,Outdoor,Clay,1st Round,3,Galan D.E.,Cecchinato M.,76,108,798,582,6,2,6,2,,,,,,,2,0,Completed,1.62,2.3,1.64,2.39,1.7,2.39,1.64,2.23
45,Kitzbuhel,Generali Open,7/31/2023,ATP250,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,Varillas J.P.,82,77,733,786,6,1,7,5,,,,,,,2,0,Completed,2,1.8,1.87,2.02,2.02,2.05,1.87,1.91
45,Kitzbuhel,Generali Open,7/31/2023,ATP250,Outdoor,Clay,1st Round,3,Andreozzi G.,Misolic F.,240,158,245,371,5,7,6,4,6,2,,,,,2,1,Completed,2.38,1.57,2.47,1.6,2.58,1.63,2.41,1.55
45,Kitzbuhel,Generali Open,7/31/2023,ATP250,Outdoor,Clay,1st Round,3,Baez S.,Medjedovic H.,72,147,815,424,6,4,6,2,,,,,,,2,0,Completed,1.67,2.2,1.68,2.3,1.82,2.3,1.69,2.15
45,Kitzbuhel,Generali Open,7/31/2023,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,Pella G.,64,199,845,305,6,2,6,4,,,,,,,2,0,Completed,1.8,2,1.75,2.19,1.82,2.4,1.71,2.12
45,Kitzbuhel,Generali Open,8/1/2023,ATP250,Outdoor,Clay,1st Round,3,Altmaier D.,Huesler M.A.,51,88,916,690,6,7,6,2,6,4,,,,,2,1,Completed,1.33,3.4,1.39,3.25,1.4,3.52,1.35,3.12
45,Kitzbuhel,Generali Open,8/1/2023,ATP250,Outdoor,Clay,1st Round,3,Djere L.,O Connell C.,38,74,1145,806,6,4,7,6,,,,,,,2,0,Completed,1.44,2.75,1.48,2.84,1.58,2.95,1.46,2.68
45,Kitzbuhel,Generali Open,8/1/2023,ATP250,Outdoor,Clay,1st Round,3,Seyboth Wild T.,Novak D.,117,166,543,361,6,3,6,4,,,,,,,2,0,Completed,1.57,2.38,1.57,2.56,1.62,2.56,1.56,2.39
45,Kitzbuhel,Generali Open,8/1/2023,ATP250,Outdoor,Clay,1st Round,3,Rinderknech A.,Cerundolo J.M.,67,106,836,585,6,7,6,4,6,3,,,,,2,1,Completed,1.57,2.38,1.5,2.74,1.62,2.74,1.52,2.52
45,Kitzbuhel,Generali Open,8/1/2023,ATP250,Outdoor,Clay,1st Round,3,Thiem D.,Bagnis F.,116,135,556,454,7,6,7,6,,,,,,,2,0,Completed,1.3,3.5,1.33,3.58,1.38,3.58,1.34,3.21
45,Kitzbuhel,Generali Open,8/1/2023,ATP250,Outdoor,Clay,1st Round,3,Zhang Zh.,Lajovic D.,53,66,911,839,6,3,6,2,,,,,,,2,0,Completed,1.8,2,1.79,2.13,1.91,2.13,1.78,2.01
45,Kitzbuhel,Generali Open,8/2/2023,ATP250,Outdoor,Clay,2nd Round,3,Baez S.,Carballes Baena R.,72,64,815,845,6,1,6,2,,,,,,,2,0,Completed,1.57,2.38,1.6,2.5,1.72,2.5,1.58,2.36
45,Kitzbuhel,Generali Open,8/2/2023,ATP250,Outdoor,Clay,2nd Round,3,Etcheverry T.,Andreozzi G.,34,240,1231,245,6,2,6,2,,,,,,,2,0,Completed,1.36,3.2,1.39,3.29,1.4,3.6,1.33,3.3
45,Kitzbuhel,Generali Open,8/2/2023,ATP250,Outdoor,Clay,2nd Round,3,Molcan A.,Ofner S.,120,61,531,868,4,6,7,5,7,6,,,,,2,1,Completed,2.1,1.73,2.15,1.79,2.28,1.79,2.1,1.72
45,Kitzbuhel,Generali Open,8/2/2023,ATP250,Outdoor,Clay,2nd Round,3,Galan D.E.,Altmaier D.,76,51,798,916,3,6,6,2,7,6,,,,,2,1,Completed,2.63,1.5,2.74,1.52,2.75,1.53,2.6,1.49
45,Kitzbuhel,Generali Open,8/2/2023,ATP250,Outdoor,Clay,2nd Round,3,Cachin P.,Ramos-Vinolas A.,54,82,902,733,7,5,6,3,,,,,,,2,0,Completed,1.67,2.2,1.69,2.31,1.83,2.31,1.69,2.15
45,Kitzbuhel,Generali Open,8/2/2023,ATP250,Outdoor,Clay,2nd Round,3,Djere L.,Seyboth Wild T.,38,117,1145,543,7,6,6,3,,,,,,,2,0,Completed,1.62,2.3,1.66,2.37,1.7,2.37,1.62,2.27
45,Kitzbuhel,Generali Open,8/2/2023,ATP250,Outdoor,Clay,2nd Round,3,Rinderknech A.,Hanfmann Y.,67,50,836,929,7,6,6,3,,,,,,,2,0,Completed,2.3,1.62,2.51,1.6,2.51,1.66,2.32,1.59
45,Kitzbuhel,Generali Open,8/2/2023,ATP250,Outdoor,Clay,2nd Round,3,Thiem D.,Zhang Zh.,116,53,556,911,1,6,6,3,6,2,,,,,2,1,Completed,1.8,2,1.87,2.04,1.9,2.04,1.83,1.96
45,Kitzbuhel,Generali Open,8/3/2023,ATP250,Outdoor,Clay,Quarterfinals,3,Baez S.,Molcan A.,72,120,815,531,6,4,6,3,,,,,,,2,0,Completed,1.44,2.75,1.55,2.64,1.55,2.88,1.45,2.71
45,Kitzbuhel,Generali Open,8/3/2023,ATP250,Outdoor,Clay,Quarterfinals,3,Etcheverry T.,Galan D.E.,34,76,1231,798,6,7,6,3,6,4,,,,,2,1,Completed,1.36,3.2,1.42,3.13,1.42,3.26,1.36,3.07
45,Kitzbuhel,Generali Open,8/3/2023,ATP250,Outdoor,Clay,Quarterfinals,3,Djere L.,Cachin P.,38,54,1145,902,6,4,6,2,,,,,,,2,0,Completed,1.8,2,1.77,2.18,1.86,2.19,1.78,2.01
45,Kitzbuhel,Generali Open,8/3/2023,ATP250,Outdoor,Clay,Quarterfinals,3,Thiem D.,Rinderknech A.,116,67,556,836,4,6,6,3,6,4,,,,,2,1,Completed,1.73,2.1,1.74,2.22,1.83,2.27,1.72,2.1
45,Kitzbuhel,Generali Open,8/4/2023,ATP250,Outdoor,Clay,Semifinals,3,Baez S.,Etcheverry T.,72,34,815,1231,7,6,3,6,6,4,,,,,2,1,Completed,1.91,1.91,2.02,1.89,2.02,1.91,1.95,1.83
45,Kitzbuhel,Generali Open,8/4/2023,ATP250,Outdoor,Clay,Semifinals,3,Thiem D.,Djere L.,116,38,556,1145,6,7,7,5,7,6,,,,,2,1,Completed,2.3,1.62,2.49,1.61,2.49,1.63,2.37,1.57
45,Kitzbuhel,Generali Open,8/5/2023,ATP250,Outdoor,Clay,The Final,3,Baez S.,Thiem D.,72,116,815,556,6,3,6,1,,,,,,,2,0,Completed,1.8,2,1.84,2.08,1.91,2.1,1.83,1.98
7,Cordoba,Cordoba Open,2/5/2024,ATP250,Outdoor,Clay,1st Round,3,Munar J.,Galan D.E.,74,78,746,716,6,2,6,4,,,,,,,2,0,Completed,1.73,2.1,1.74,2.21,1.79,2.21,1.69,2.14
7,Cordoba,Cordoba Open,2/5/2024,ATP250,Outdoor,Clay,1st Round,3,Bagnis F.,Cerundolo J.M.,207,148,295,435,6,4,6,2,,,,,,,2,0,Completed,1.67,2.2,1.74,2.2,1.78,2.2,1.71,2.11
7,Cordoba,Cordoba Open,2/5/2024,ATP250,Outdoor,Clay,1st Round,3,Dellien H.,Seyboth Wild T.,112,81,559,708,6,4,2,6,6,3,,,,,2,1,Completed,2.75,1.44,2.64,1.54,2.78,1.54,2.61,1.48
7,Cordoba,Cordoba Open,2/5/2024,ATP250,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,Cachin P.,84,73,688,763,6,4,3,6,6,1,,,,,2,1,Completed,2.1,1.73,2.22,1.73,2.22,1.77,2.11,1.71
7,Cordoba,Cordoba Open,2/6/2024,ATP250,Outdoor,Clay,1st Round,3,Diaz Acosta F.,Gomez F.,95,365,634,135,6,1,6,4,,,,,,,2,0,Completed,1.25,4,1.3,3.87,1.3,4,1.27,3.66
7,Cordoba,Cordoba Open,2/6/2024,ATP250,Outdoor,Clay,1st Round,3,Coria F.,Altmaier D.,93,52,638,946,5,7,6,3,6,4,,,,,2,1,Completed,2.5,1.53,2.7,1.52,2.75,1.54,2.54,1.5
7,Cordoba,Cordoba Open,2/6/2024,ATP250,Outdoor,Clay,1st Round,3,Darderi L.,Barrios M.,136,108,491,578,4,6,6,1,6,2,,,,,2,1,Completed,1.44,2.75,1.43,3.05,1.46,3.05,1.42,2.81
7,Cordoba,Cordoba Open,2/6/2024,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,Navone M.,65,118,846,538,3,6,6,3,6,3,,,,,2,1,Completed,1.8,2,1.91,1.98,1.91,2.1,1.83,1.96
7,Cordoba,Cordoba Open,2/6/2024,ATP250,Outdoor,Clay,1st Round,3,Zapata Miralles B.,Garin C.,79,87,715,680,1,6,7,6,3,0,,,,,1,1,Retired,2.2,1.67,2.13,1.79,2.25,1.79,2.14,1.69
7,Cordoba,Cordoba Open,2/6/2024,ATP250,Outdoor,Clay,1st Round,3,Burruchaga R.,Schwartzman D.,170,117,359,538,6,1,4,6,6,4,,,,,2,1,Completed,1.91,1.91,1.97,1.92,2,1.92,1.93,1.85
7,Cordoba,Cordoba Open,2/6/2024,ATP250,Outdoor,Clay,1st Round,3,Hanfmann Y.,Varillas J.P.,59,85,889,684,5,7,7,6,6,1,,,,,2,1,Completed,1.44,2.75,1.54,2.64,1.55,2.78,1.48,2.62
7,Cordoba,Cordoba Open,2/7/2024,ATP250,Outdoor,Clay,1st Round,3,Tirante T.A.,Comesana F.,109,120,573,534,6,1,7,6,,,,,,,2,0,Completed,2,1.8,2.14,1.78,2.14,1.85,2.02,1.77
7,Cordoba,Cordoba Open,2/7/2024,ATP250,Outdoor,Clay,2nd Round,3,Coria F.,Ramos-Vinolas A.,93,84,638,688,6,1,6,3,,,,,,,2,0,Completed,1.67,2.2,1.82,2.11,1.82,2.25,1.73,2.09
7,Cordoba,Cordoba Open,2/7/2024,ATP250,Outdoor,Clay,2nd Round,3,Bagnis F.,Carballes Baena R.,207,65,295,846,7,6,6,4,,,,,,,2,0,Completed,2.2,1.67,2.21,1.75,2.22,1.75,2.14,1.69
7,Cordoba,Cordoba Open,2/7/2024,ATP250,Outdoor,Clay,2nd Round,3,Munar J.,Cerundolo F.,74,22,746,1720,7,5,6,4,,,,,,,2,0,Completed,2.3,1.62,2.29,1.7,2.3,1.71,2.21,1.65
7,Cordoba,Cordoba Open,2/8/2024,ATP250,Outdoor,Clay,2nd Round,3,Etcheverry T.,Zapata Miralles B.,29,79,1430,715,7,5,6,4,,,,,,,2,0,Completed,1.29,3.75,1.32,3.73,1.33,3.75,1.3,3.46
7,Cordoba,Cordoba Open,2/8/2024,ATP250,Outdoor,Clay,2nd Round,3,Darderi L.,Ofner S.,136,38,491,1091,6,0,6,3,,,,,,,2,0,Completed,2.1,1.73,2.06,1.85,2.21,1.85,2.01,1.78
7,Cordoba,Cordoba Open,2/9/2024,ATP250,Outdoor,Clay,2nd Round,3,Hanfmann Y.,Burruchaga R.,59,170,889,359,3,6,6,1,6,4,,,,,2,1,Completed,1.5,2.63,1.52,2.74,1.56,2.74,1.5,2.55
7,Cordoba,Cordoba Open,2/9/2024,ATP250,Outdoor,Clay,2nd Round,3,Baez S.,Dellien H.,26,112,1525,559,4,6,6,3,6,4,,,,,2,1,Completed,1.17,5,1.2,5.19,1.2,5.19,1.18,4.73
7,Cordoba,Cordoba Open,2/9/2024,ATP250,Outdoor,Clay,2nd Round,3,Diaz Acosta F.,Tirante T.A.,95,109,634,573,6,2,6,7,6,2,,,,,2,1,Completed,1.62,2.3,1.61,2.47,1.67,2.47,1.6,2.29
7,Cordoba,Cordoba Open,2/9/2024,ATP250,Outdoor,Clay,Quarterfinals,3,Coria F.,Etcheverry T.,93,29,638,1430,6,3,6,4,,,,,,,2,0,Completed,3,1.4,3.28,1.39,3.28,1.44,2.93,1.39
7,Cordoba,Cordoba Open,2/9/2024,ATP250,Outdoor,Clay,Quarterfinals,3,Bagnis F.,Munar J.,207,74,295,746,7,5,6,4,,,,,,,2,0,Completed,2.5,1.53,2.42,1.63,2.5,1.63,2.4,1.55
7,Cordoba,Cordoba Open,2/9/2024,ATP250,Outdoor,Clay,Quarterfinals,3,Darderi L.,Hanfmann Y.,136,59,491,889,7,6,6,1,,,,,,,2,0,Completed,1.8,2,1.75,2.18,1.85,2.18,1.79,2.01
7,Cordoba,Cordoba Open,2/9/2024,ATP250,Outdoor,Clay,Quarterfinals,3,Baez S.,Diaz Acosta F.,26,95,1525,634,6,3,6,1,,,,,,,2,0,Completed,1.3,3.5,1.35,3.45,1.36,3.51,1.32,3.32
7,Cordoba,Cordoba Open,2/10/2024,ATP250,Outdoor,Clay,Semifinals,3,Bagnis F.,Coria F.,207,93,295,638,6,3,7,5,,,,,,,2,0,Completed,2.38,1.57,2.33,1.68,2.38,1.68,2.25,1.63
7,Cordoba,Cordoba Open,2/10/2024,ATP250,Outdoor,Clay,Semifinals,3,Darderi L.,Baez S.,136,26,491,1525,6,1,3,6,6,3,,,,,2,1,Completed,3,1.4,2.93,1.47,3,1.5,2.77,1.44
7,Cordoba,Cordoba Open,2/11/2024,ATP250,Outdoor,Clay,The Final,3,Darderi L.,Bagnis F.,136,207,491,295,6,1,6,4,,,,,,,2,0,Completed,1.53,2.5,1.6,2.52,1.61,2.52,1.56,2.39
10,Buenos Aires,Argentina Open,2/12/2024,ATP250,Outdoor,Clay,1st Round,3,Diaz Acosta F.,Altmaier D.,87,53,677,936,6,3,7,6,,,,,,,2,0,Completed,2.2,1.67,2.18,1.75,2.31,1.75,2.17,1.68
10,Buenos Aires,Argentina Open,2/12/2024,ATP250,Outdoor,Clay,1st Round,3,Djere L.,Cilic M.,35,1044,1215,10,4,6,6,3,6,0,,,,,2,1,Completed,1.44,2.75,1.46,2.9,1.46,2.9,1.44,2.75
10,Buenos Aires,Argentina Open,2/12/2024,ATP250,Outdoor,Clay,1st Round,3,Wawrinka S.,Cachin P.,60,74,907,763,6,7,6,1,6,2,,,,,2,1,Completed,1.62,2.3,1.68,2.3,1.68,2.3,1.66,2.21
10,Buenos Aires,Argentina Open,2/13/2024,ATP250,Outdoor,Clay,1st Round,3,Etcheverry T.,Carballes Baena R.,27,64,1465,861,6,4,6,1,,,,,,,2,0,Completed,1.33,3.4,1.36,3.4,1.4,3.4,1.34,3.18
10,Buenos Aires,Argentina Open,2/13/2024,ATP250,Outdoor,Clay,1st Round,3,Tabilo A.,Hanfmann Y.,54,56,936,929,6,1,6,3,,,,,,,2,0,Completed,2,1.8,1.99,1.9,2.1,1.9,1.98,1.81
10,Buenos Aires,Argentina Open,2/13/2024,ATP250,Outdoor,Clay,1st Round,3,Coria F.,Ofner S.,106,38,588,1091,7,5,4,6,7,5,,,,,2,1,Completed,1.8,2,1.88,2.02,1.88,2.1,1.78,2.01
10,Buenos Aires,Argentina Open,2/13/2024,ATP250,Outdoor,Clay,1st Round,3,Vavassori A.,Seyboth Wild T.,152,83,414,708,6,3,6,1,,,,,,,2,0,Completed,1.91,1.91,1.88,2.02,1.92,2.02,1.86,1.92
10,Buenos Aires,Argentina Open,2/13/2024,ATP250,Outdoor,Clay,1st Round,3,Ugo Carabelli C.,Varillas J.P.,134,85,494,684,7,6,6,4,,,,,,,2,0,Completed,1.62,2.3,1.68,2.3,1.68,2.32,1.64,2.24
10,Buenos Aires,Argentina Open,2/13/2024,ATP250,Outdoor,Clay,1st Round,3,Galan D.E.,Schwartzman D.,80,116,716,538,2,6,6,1,6,4,,,,,2,1,Completed,2,1.8,1.91,1.98,2,1.98,1.91,1.87
10,Buenos Aires,Argentina Open,2/13/2024,ATP250,Outdoor,Clay,1st Round,3,Darderi L.,Navone M.,76,117,722,538,6,2,6,1,,,,,,,2,0,Completed,1.8,2,1.8,2.11,1.96,2.11,1.8,2
10,Buenos Aires,Argentina Open,2/13/2024,ATP250,Outdoor,Clay,1st Round,3,Lajovic D.,Fils A.,58,36,919,1118,6,3,6,4,,,,,,,2,0,Completed,2.75,1.44,2.82,1.37,2.82,1.5,2.69,1.45
10,Buenos Aires,Argentina Open,2/14/2024,ATP250,Outdoor,Clay,1st Round,3,Baez S.,Zapata Miralles B.,30,78,1375,720,6,3,6,3,,,,,,,2,0,Completed,1.2,4.5,1.27,4.11,1.3,4.57,1.23,4.03
10,Buenos Aires,Argentina Open,2/14/2024,ATP250,Outdoor,Clay,2nd Round,3,Etcheverry T.,Galan D.E.,27,80,1465,716,6,3,6,0,,,,,,,2,0,Completed,1.3,3.5,1.34,3.58,1.34,3.58,1.31,3.38
10,Buenos Aires,Argentina Open,2/14/2024,ATP250,Outdoor,Clay,2nd Round,3,Lajovic D.,Tabilo A.,58,54,919,936,6,4,1,6,6,1,,,,,2,1,Completed,2.1,1.73,2.25,1.72,2.25,1.74,2.16,1.68
10,Buenos Aires,Argentina Open,2/14/2024,ATP250,Outdoor,Clay,2nd Round,3,Diaz Acosta F.,Cerundolo F.,87,22,677,1720,7,6,6,0,,,,,,,2,0,Completed,2.3,1.62,2.34,1.68,2.34,1.68,2.27,1.62
10,Buenos Aires,Argentina Open,2/14/2024,ATP250,Outdoor,Clay,2nd Round,3,Jarry N.,Wawrinka S.,21,60,1810,907,6,7,6,2,7,6,,,,,2,1,Completed,1.57,2.38,1.6,2.5,1.6,2.5,1.55,2.41
10,Buenos Aires,Argentina Open,2/15/2024,ATP250,Outdoor,Clay,2nd Round,3,Vavassori A.,Djere L.,152,35,414,1215,6,4,7,5,,,,,,,2,0,Completed,2.3,1.62,2.26,1.72,2.41,1.72,2.23,1.64
10,Buenos Aires,Argentina Open,2/15/2024,ATP250,Outdoor,Clay,2nd Round,3,Coria F.,Norrie C.,106,20,588,1820,6,2,4,6,6,3,,,,,2,1,Completed,2.75,1.44,2.6,1.56,2.83,1.56,2.66,1.47
10,Buenos Aires,Argentina Open,2/15/2024,ATP250,Outdoor,Clay,2nd Round,3,Alcaraz C.,Ugo Carabelli C.,2,134,9255,494,6,2,7,5,,,,,,,2,0,Completed,1.07,9,1.08,10.39,1.09,10.39,1.07,8.21
10,Buenos Aires,Argentina Open,2/15/2024,ATP250,Outdoor,Clay,2nd Round,3,Baez S.,Darderi L.,30,76,1375,722,6,4,7,5,,,,,,,2,0,Completed,1.53,2.5,1.62,2.47,1.62,2.5,1.57,2.36
10,Buenos Aires,Argentina Open,2/16/2024,ATP250,Outdoor,Clay,Quarterfinals,3,Diaz Acosta F.,Lajovic D.,87,58,677,919,6,4,6,3,,,,,,,2,0,Completed,2,1.8,2.07,1.85,2.07,1.87,1.99,1.79
10,Buenos Aires,Argentina Open,2/16/2024,ATP250,Outdoor,Clay,Quarterfinals,3,Coria F.,Baez S.,106,30,588,1375,6,1,6,4,,,,,,,2,0,Completed,3.4,1.33,3.73,1.32,3.73,1.33,3.43,1.3
10,Buenos Aires,Argentina Open,2/16/2024,ATP250,Outdoor,Clay,Quarterfinals,3,Alcaraz C.,Vavassori A.,2,152,9255,414,7,6,6,1,,,,,,,2,0,Completed,1.05,11,1.07,12.31,1.07,12.31,1.04,10.31
